latitude,longitude,category
43.01888889,-112.1288889,[Amphibians]
43.01888889,-112.1288889,[Amphibians]
43.01888889,-112.1288889,[Amphibians]
43.01888889,-112.1288889,[Amphibians]
43.01888889,-112.1288889,[Amphibians]
43.01888889,-112.1288889,[Amphibians]
43.01888889,-112.1288889,[Amphibians]
43.01888889,-112.1288889,[Amphibians]
43.01888889,-112.1288889,[Amphibians]
43.01888889,-112.1288889,[Amphibians]
43.01888889,-112.1288889,[Amphibians]
43.01888889,-112.1288889,[Amphibians]
43.01888889,-112.1288889,[Amphibians]
43.01888889,-112.1288889,[Amphibians]
43.01888889,-112.1288889,[Amphibians]
43.01888889,-112.1288889,[Amphibians]
43.01888889,-112.1288889,[Amphibians]
43.01888889,-112.1288889,[Amphibians]
39.11666667,-119.1,[Insects]
39.11666667,-119.1,[Insects]
39.11666667,-119.1,[Insects]
39.11666667,-119.1,[Insects]
39.11666667,-119.1,[Insects]
39.11666667,-119.1,[Insects]
39.11666667,-119.1,[Insects]
39.11666667,-119.1,[Insects]
39.11666667,-119.1,[Insects]
39.11666667,-119.1,[Insects]
39.11666667,-119.1,[Insects]
39.11666667,-119.1,[Insects]
39.11666667,-119.1,[Insects]
39.11666667,-119.1,[Insects]
39.11666667,-119.1,[Insects]
39.11666667,-119.1,[Insects]
39.11666667,-119.1,[Insects]
39.11666667,-119.1,[Insects]
39.11666667,-119.1,[Insects]
39.11666667,-119.1,[Insects]
39.11666667,-119.1,[Insects]
39.11666667,-119.1,[Insects]
39.11666667,-119.1,[Insects]
39.11666667,-119.1,[Insects]
39.11666667,-119.1,[Insects]
39.11666667,-119.1,[Insects]
39.11666667,-119.1,[Insects]
39.11666667,-119.1,[Insects]
39.11666667,-119.1,[Insects]
39.11666667,-119.1,[Insects]
39.11666667,-119.1,[Insects]
39.11666667,-119.1,[Insects]
39.11666667,-119.1,[Insects]
39.11666667,-119.1,[Insects]
39.11666667,-119.1,[Insects]
39.11666667,-119.1,[Insects]
39.11666667,-119.1,[Insects]
39.11666667,-119.1,[Insects]
39.11666667,-119.1,[Insects]
39.11666667,-119.1,[Insects]
39.11666667,-119.1,[Insects]
39.11666667,-119.1,[Insects]
39.11666667,-119.1,[Insects]
39.11666667,-119.1,[Insects]
39.11666667,-119.1,[Insects]
39.11666667,-119.1,[Insects]
39.11666667,-119.1,[Insects]
39.11666667,-119.1,[Insects]
39.11666667,-119.1,[Insects]
39.11666667,-119.1,[Insects]
39.11666667,-119.1,[Insects]
39.11666667,-119.1,[Insects]
39.11666667,-119.1,[Insects]
39.11666667,-119.1,[Insects]
39.11666667,-119.1,[Insects]
39.11666667,-119.1,[Insects]
39.11666667,-119.1,[Insects]
39.11666667,-119.1,[Insects]
39.11666667,-119.1,[Insects]
39.11666667,-119.1,[Insects]
39.11666667,-119.0833333,[Insects]
39.11666667,-119.0833333,[Insects]
39.11666667,-119.0833333,[Insects]
39.11666667,-119.0833333,[Insects]
39.11666667,-119.0833333,[Insects]
39.11666667,-119.0833333,[Insects]
39.11666667,-119.0833333,[Insects]
39.11666667,-119.0833333,[Insects]
39.11666667,-119.0833333,[Insects]
39.11666667,-119.0833333,[Insects]
39.11666667,-119.0833333,[Insects]
39.11666667,-119.0833333,[Insects]
39.11666667,-119.0833333,[Insects]
39.11666667,-119.0833333,[Insects]
39.11666667,-119.0833333,[Insects]
39.11666667,-119.0833333,[Insects]
39.11666667,-119.0833333,[Insects]
39.11666667,-119.0833333,[Insects]
39.11666667,-119.0833333,[Insects]
39.11666667,-119.0833333,[Insects]
39.11666667,-119.0833333,[Insects]
39.11666667,-119.0833333,[Insects]
39.11666667,-119.0833333,[Insects]
39.11666667,-119.0833333,[Insects]
39.11666667,-119.0833333,[Insects]
39.11666667,-119.0833333,[Insects]
39.11666667,-119.0833333,[Insects]
39.11666667,-119.0833333,[Insects]
39.11666667,-119.0833333,[Insects]
39.11666667,-119.0833333,[Insects]
39.11666667,-119.0833333,[Insects]
39.11666667,-119.0833333,[Insects]
39.11666667,-119.0833333,[Insects]
39.11666667,-119.0833333,[Insects]
39.11666667,-119.0833333,[Insects]
39.11666667,-119.0833333,[Insects]
39.11666667,-119.0833333,[Insects]
39.11666667,-119.0833333,[Insects]
39.11666667,-119.0833333,[Insects]
39.11666667,-119.0833333,[Insects]
39.11666667,-119.0833333,[Insects]
39.11666667,-119.0833333,[Insects]
39.11666667,-119.0833333,[Insects]
39.11666667,-119.0833333,[Insects]
39.11666667,-119.0833333,[Insects]
39.11666667,-119.0833333,[Insects]
39.11666667,-119.0833333,[Insects]
39.11666667,-119.0833333,[Insects]
39.11666667,-119.0833333,[Insects]
39.11666667,-119.0833333,[Insects]
39.11666667,-119.0833333,[Insects]
39.11666667,-119.0833333,[Insects]
39.11666667,-119.0833333,[Insects]
39.11666667,-119.0833333,[Insects]
39.11666667,-119.0833333,[Insects]
39.11666667,-119.0833333,[Insects]
39.11666667,-119.0833333,[Insects]
39.11666667,-119.0833333,[Insects]
39.11666667,-119.0833333,[Insects]
39.11666667,-119.0833333,[Insects]
39.08333333,-119.1166667,[Insects]
39.08333333,-119.1166667,[Insects]
39.08333333,-119.1166667,[Insects]
39.08333333,-119.1166667,[Insects]
39.08333333,-119.1166667,[Insects]
39.08333333,-119.1166667,[Insects]
39.08333333,-119.1166667,[Insects]
39.08333333,-119.1166667,[Insects]
39.08333333,-119.1166667,[Insects]
39.08333333,-119.1166667,[Insects]
39.08333333,-119.1166667,[Insects]
39.08333333,-119.1166667,[Insects]
39.08333333,-119.1166667,[Insects]
39.08333333,-119.1166667,[Insects]
39.08333333,-119.1166667,[Insects]
39.08333333,-119.1166667,[Insects]
39.08333333,-119.1166667,[Insects]
39.08333333,-119.1166667,[Insects]
39.08333333,-119.1166667,[Insects]
39.08333333,-119.1166667,[Insects]
39.08333333,-119.1166667,[Insects]
39.08333333,-119.1166667,[Insects]
39.08333333,-119.1166667,[Insects]
39.08333333,-119.1166667,[Insects]
39.08333333,-119.1166667,[Insects]
39.08333333,-119.1166667,[Insects]
39.08333333,-119.1166667,[Insects]
39.08333333,-119.1166667,[Insects]
39.08333333,-119.1166667,[Insects]
39.08333333,-119.1166667,[Insects]
39.08333333,-119.1166667,[Insects]
39.08333333,-119.1166667,[Insects]
39.08333333,-119.1166667,[Insects]
39.08333333,-119.1166667,[Insects]
39.08333333,-119.1166667,[Insects]
39.08333333,-119.1166667,[Insects]
39.08333333,-119.1166667,[Insects]
39.08333333,-119.1166667,[Insects]
39.08333333,-119.1166667,[Insects]
39.08333333,-119.1166667,[Insects]
39.08333333,-119.1166667,[Insects]
39.08333333,-119.1166667,[Insects]
39.08333333,-119.1166667,[Insects]
39.08333333,-119.1166667,[Insects]
39.08333333,-119.1166667,[Insects]
39.08333333,-119.1166667,[Insects]
39.08333333,-119.1166667,[Insects]
39.08333333,-119.1166667,[Insects]
39.08333333,-119.1166667,[Insects]
39.08333333,-119.1166667,[Insects]
39.08333333,-119.1166667,[Insects]
39.08333333,-119.1166667,[Insects]
39.08333333,-119.1166667,[Insects]
39.08333333,-119.1166667,[Insects]
39.08333333,-119.1166667,[Insects]
39.08333333,-119.1166667,[Insects]
39.08333333,-119.1166667,[Insects]
39.08333333,-119.1166667,[Insects]
39.08333333,-119.1166667,[Insects]
39.08333333,-119.1166667,[Insects]
39.11666667,-119.1333333,[Insects]
39.11666667,-119.1333333,[Insects]
39.11666667,-119.1333333,[Insects]
39.11666667,-119.1333333,[Insects]
39.11666667,-119.1333333,[Insects]
39.11666667,-119.1333333,[Insects]
39.11666667,-119.1333333,[Insects]
39.11666667,-119.1333333,[Insects]
39.11666667,-119.1333333,[Insects]
39.11666667,-119.1333333,[Insects]
39.11666667,-119.1333333,[Insects]
39.11666667,-119.1333333,[Insects]
39.11666667,-119.1333333,[Insects]
39.11666667,-119.1333333,[Insects]
39.11666667,-119.1333333,[Insects]
39.11666667,-119.1333333,[Insects]
39.11666667,-119.1333333,[Insects]
39.11666667,-119.1333333,[Insects]
39.11666667,-119.1333333,[Insects]
39.11666667,-119.1333333,[Insects]
39.11666667,-119.1333333,[Insects]
39.11666667,-119.1333333,[Insects]
39.11666667,-119.1333333,[Insects]
39.11666667,-119.1333333,[Insects]
39.11666667,-119.1333333,[Insects]
39.11666667,-119.1333333,[Insects]
39.11666667,-119.1333333,[Insects]
39.11666667,-119.1333333,[Insects]
39.11666667,-119.1333333,[Insects]
39.11666667,-119.1333333,[Insects]
39.11666667,-119.1333333,[Insects]
39.11666667,-119.1333333,[Insects]
39.11666667,-119.1333333,[Insects]
39.11666667,-119.1333333,[Insects]
39.11666667,-119.1333333,[Insects]
39.11666667,-119.1333333,[Insects]
39.11666667,-119.1333333,[Insects]
39.11666667,-119.1333333,[Insects]
39.11666667,-119.1333333,[Insects]
39.11666667,-119.1333333,[Insects]
37.231111,-120.898056,[Insects]
37.231111,-120.898056,[Insects]
37.231111,-120.898056,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.276111,-120.920833,[Insects]
37.276111,-120.920833,[Insects]
37.276111,-120.920833,[Insects]
37.276111,-120.920833,[Insects]
37.276111,-120.920833,[Insects]
37.276111,-120.920833,[Insects]
37.231111,-120.898056,[Insects]
37.231111,-120.898056,[Insects]
37.231111,-120.898056,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.276111,-120.920833,[Insects]
37.276111,-120.920833,[Insects]
37.276111,-120.920833,[Insects]
37.276111,-120.920833,[Insects]
37.276111,-120.920833,[Insects]
37.276111,-120.920833,[Insects]
37.276111,-120.920833,[Insects]
37.276111,-120.920833,[Insects]
37.276111,-120.920833,[Insects]
37.276111,-120.920833,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.276111,-120.920833,[Insects]
37.276111,-120.920833,[Insects]
37.276111,-120.920833,[Insects]
37.276111,-120.920833,[Insects]
37.276111,-120.920833,[Insects]
37.276111,-120.920833,[Insects]
37.276111,-120.920833,[Insects]
37.276111,-120.920833,[Insects]
37.276111,-120.920833,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.280556,-120.910556,[Insects]
37.280556,-120.910556,[Insects]
37.280556,-120.910556,[Insects]
37.280556,-120.910556,[Insects]
37.280556,-120.910556,[Insects]
37.280556,-120.910556,[Insects]
37.231111,-120.898056,[Insects]
37.231111,-120.898056,[Insects]
37.159167,-120.811667,[Insects]
37.159167,-120.811667,[Insects]
37.159167,-120.811667,[Insects]
37.159167,-120.811667,[Insects]
37.159167,-120.811667,[Insects]
37.159167,-120.811667,[Insects]
41.9425,-121.701944,[Insects]
41.9425,-121.701944,[Insects]
41.9425,-121.701944,[Insects]
37.231111,-120.898056,[Insects]
37.231111,-120.898056,[Insects]
37.231111,-120.898056,[Insects]
37.218333,-120.831389,[Insects]
37.218333,-120.831389,[Insects]
37.218333,-120.831389,[Insects]
37.218333,-120.831389,[Insects]
37.218333,-120.831389,[Insects]
37.218333,-120.831389,[Insects]
37.280556,-120.910556,[Insects]
37.280556,-120.910556,[Insects]
37.218333,-120.831389,[Insects]
37.280556,-120.910556,[Insects]
37.218333,-120.831389,[Insects]
37.218333,-120.831389,[Insects]
37.218333,-120.831389,[Insects]
37.218333,-120.831389,[Insects]
37.218333,-120.831389,[Insects]
37.218333,-120.831389,[Insects]
37.218333,-120.831389,[Insects]
37.218333,-120.831389,[Insects]
37.231111,-120.898056,[Insects]
37.231111,-120.898056,[Insects]
37.231111,-120.898056,[Insects]
37.231111,-120.898056,[Insects]
37.218333,-120.831389,[Insects]
37.218333,-120.831389,[Insects]
37.218333,-120.831389,[Insects]
37.159167,-120.811667,[Insects]
37.159167,-120.811667,[Insects]
37.159167,-120.811667,[Insects]
37.159167,-120.811667,[Insects]
37.159167,-120.811667,[Insects]
37.159167,-120.811667,[Insects]
37.231111,-120.898056,[Insects]
37.231111,-120.898056,[Insects]
37.231111,-120.898056,[Insects]
37.159167,-120.811667,[Insects]
37.159167,-120.811667,[Insects]
37.159167,-120.811667,[Insects]
37.159167,-120.811667,[Insects]
37.159167,-120.811667,[Insects]
37.159167,-120.811667,[Insects]
37.231111,-120.898056,[Insects]
37.231111,-120.898056,[Insects]
37.231111,-120.898056,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
41.9425,-121.701944,[Insects]
41.9425,-121.701944,[Insects]
41.9425,-121.701944,[Insects]
41.9425,-121.701944,[Insects]
37.263889,-120.905556,[Insects]
37.263889,-120.905556,[Insects]
37.263889,-120.905556,[Insects]
37.254722,-120.906667,[Insects]
37.254722,-120.906667,[Insects]
37.254722,-120.906667,[Insects]
37.254722,-120.906667,[Insects]
37.254722,-120.906667,[Insects]
37.254722,-120.906667,[Insects]
37.254722,-120.906667,[Insects]
37.276389,-120.919444,[Insects]
37.276389,-120.919444,[Insects]
37.276389,-120.919444,[Insects]
37.276389,-120.919444,[Insects]
37.276389,-120.919444,[Insects]
37.276389,-120.919444,[Insects]
37.276389,-120.919444,[Insects]
37.218056,-120.830556,[Insects]
37.218056,-120.830556,[Insects]
37.263611,-120.905556,[Insects]
37.263611,-120.905556,[Insects]
37.263611,-120.905556,[Insects]
37.263611,-120.905556,[Insects]
37.263611,-120.905556,[Insects]
37.263611,-120.905556,[Insects]
37.263611,-120.905556,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.218333,-120.831389,[Insects]
37.218333,-120.831389,[Insects]
37.218333,-120.831389,[Insects]
37.218333,-120.831389,[Insects]
37.218333,-120.831389,[Insects]
37.218333,-120.831389,[Insects]
37.218333,-120.831389,[Insects]
37.218333,-120.831389,[Insects]
37.218333,-120.831389,[Insects]
37.218333,-120.831389,[Insects]
37.218333,-120.831389,[Insects]
37.218333,-120.831389,[Insects]
37.218333,-120.831389,[Insects]
37.218333,-120.831389,[Insects]
37.218333,-120.831389,[Insects]
37.218333,-120.831389,[Insects]
37.218333,-120.831389,[Insects]
37.218333,-120.831389,[Insects]
37.218333,-120.831389,[Insects]
37.218333,-120.831389,[Insects]
37.218333,-120.831389,[Insects]
37.218333,-120.831389,[Insects]
37.218333,-120.831389,[Insects]
37.218333,-120.831389,[Insects]
37.218333,-120.831389,[Insects]
37.218333,-120.831389,[Insects]
37.276111,-120.920833,[Insects]
37.276111,-120.920833,[Insects]
37.276111,-120.920833,[Insects]
37.276111,-120.920833,[Insects]
37.276111,-120.920833,[Insects]
37.276111,-120.920833,[Insects]
37.276111,-120.920833,[Insects]
37.276111,-120.920833,[Insects]
37.276111,-120.920833,[Insects]
37.276111,-120.920833,[Insects]
37.276111,-120.920833,[Insects]
37.276111,-120.920833,[Insects]
37.276111,-120.920833,[Insects]
37.276111,-120.920833,[Insects]
37.276111,-120.920833,[Insects]
37.276111,-120.920833,[Insects]
37.276111,-120.920833,[Insects]
37.276111,-120.920833,[Insects]
37.276111,-120.920833,[Insects]
37.276111,-120.920833,[Insects]
37.276111,-120.920833,[Insects]
37.276111,-120.920833,[Insects]
37.276111,-120.920833,[Insects]
37.276111,-120.920833,[Insects]
37.276111,-120.920833,[Insects]
37.276111,-120.920833,[Insects]
37.218333,-120.831389,[Insects]
37.218333,-120.831389,[Insects]
37.218333,-120.831389,[Insects]
37.218333,-120.831389,[Insects]
37.218333,-120.831389,[Insects]
37.218333,-120.831389,[Insects]
37.218333,-120.831389,[Insects]
37.218333,-120.831389,[Insects]
37.218333,-120.831389,[Insects]
37.218333,-120.831389,[Insects]
37.218333,-120.831389,[Insects]
37.218333,-120.831389,[Insects]
37.218333,-120.831389,[Insects]
37.218333,-120.831389,[Insects]
37.218333,-120.831389,[Insects]
37.218333,-120.831389,[Insects]
37.218333,-120.831389,[Insects]
37.218333,-120.831389,[Insects]
37.218333,-120.831389,[Insects]
37.218333,-120.831389,[Insects]
37.218333,-120.831389,[Insects]
37.218333,-120.831389,[Insects]
37.218333,-120.831389,[Insects]
37.218333,-120.831389,[Insects]
37.218333,-120.831389,[Insects]
37.218333,-120.831389,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.263056,-120.904722,[Insects]
37.276111,-120.920833,[Insects]
37.276111,-120.920833,[Insects]
37.276111,-120.920833,[Insects]
37.276111,-120.920833,[Insects]
37.276111,-120.920833,[Insects]
37.276111,-120.920833,[Insects]
37.276111,-120.920833,[Insects]
37.276111,-120.920833,[Insects]
37.276111,-120.920833,[Insects]
37.276111,-120.920833,[Insects]
37.276111,-120.920833,[Insects]
37.276111,-120.920833,[Insects]
37.276111,-120.920833,[Insects]
37.276111,-120.920833,[Insects]
37.276111,-120.920833,[Insects]
37.276111,-120.920833,[Insects]
37.276111,-120.920833,[Insects]
37.276111,-120.920833,[Insects]
37.276111,-120.920833,[Insects]
37.276111,-120.920833,[Insects]
37.276111,-120.920833,[Insects]
37.276111,-120.920833,[Insects]
37.276111,-120.920833,[Insects]
37.276111,-120.920833,[Insects]
37.276111,-120.920833,[Insects]
37.276111,-120.920833,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
37.256944,-120.906944,[Insects]
